train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
0.8313974177512024,0.6829664104350248,0.6923232597220133,0.7614247428456677,0.605626299513602,0.6858746782671159
0.774771866340493,0.6674106898626206,0.7167180907536242,0.7603636480834596,0.6338535565465491,0.6892426437452138
0.7579927820514709,0.6701008152483188,0.7236661700851676,0.7392310038006035,0.6427736334977265,0.674916605244226
0.7467467347589968,0.7249781033738228,0.7271166344912936,0.6687549738816978,0.6477595554804263,0.6181913692805221
0.7399457452199665,0.7353322379324103,0.7294948219193758,0.6532649737081543,0.6509081962487178,0.6098706782571153
0.7347697302362884,0.7429410887621837,0.7306608701548868,0.6619173585682162,0.6531588656644743,0.6081687079908817
0.7318238409587068,0.7755193083341795,0.7322348498494362,0.6313216331934242,0.6547359913742212,0.5714079337839717
0.7282581115728278,0.7760265688347392,0.7330962739434576,0.5607290811861453,0.6560395346448727,0.5408825012111061
0.7261860528530641,0.8034594052538777,0.7339926635911107,0.5730481930399125,0.6570977090820357,0.5355791093071098
0.7229120593378139,0.7358632968877483,0.7353833390196507,0.6738943417369725,0.6589149036928436,0.6151731578731586
0.7203068058307448,0.7817457830688661,0.7363666127702678,0.616409285075008,0.6599160230350714,0.568992696021438
0.7191154676517543,0.7213465443087651,0.7372857830058933,0.7039545613439211,0.6608143626863744,0.6332257821977085
0.7175506601338054,0.7590693659706774,0.7387967187476822,0.6566713853980469,0.6623487935149188,0.5953590480017594
0.7156512076370237,0.740712896386443,0.7393503400135201,0.6699648202460847,0.6629733259567908,0.6168247296488197
0.7147046930378537,0.7205548357354981,0.7405518835837785,0.6800080325865177,0.6640311502378117,0.627222912317683
0.7134328043818075,0.7243134920830325,0.7408888243733219,0.6953170516440771,0.6643450769246514,0.6295541236738176
0.712288292582594,0.7521613539225004,0.7416554176476446,0.6497147688028223,0.6653004141292655,0.5970038932769861
0.7118594224906732,0.7645422286607556,0.7419097125831492,0.5902066903512273,0.6652817790687615,0.5626792095235928
0.7115963115811588,0.7512994316124727,0.7423224120722283,0.6394930545397749,0.6656818134562535,0.5855638302300927
0.7095586465762045,0.7545678997263698,0.7431255602435298,0.6652717071973463,0.666880948229624,0.6016970203093691
